SETID,SPL_VERSION,RXCUI,RXSTRING,RXTTY
2010c3e9-a34e-421c-b436-821245aecb6e,2,2593945,tripelennamine hydrochloride 20 MG/ML Injectable Solution,PSN
2010c3e9-a34e-421c-b436-821245aecb6e,2,2593950,RE-COVR 20 MG/ML Injectable Solution,PSN
20137af7-3494-45c6-97e1-f6ecef6354af,2,1091387,histamine dihydrochloride 0.025 % Topical Cream,PSN
20140b19-846b-425f-b191-670e17809945,27,763028,1 ML lorazepam 2 MG/ML Cartridge,SCD
20140b19-846b-425f-b191-670e17809945,27,763029,1 ML lorazepam 4 MG/ML Cartridge,SCD
2015b49e-7a14-4a39-e063-6294a90aedce,1,2691097,biotin 0.5 % / minoxidil 5 % Topical Solution,PSN
2016f5c2-95d2-4655-af65-c588c2bf5e6d,1,899519,Focalin 5 MG Oral Tablet,PSN
2016f5c2-95d2-4655-af65-c588c2bf5e6d,1,899549,Focalin (dexmethylphenidate hydrochloride 10 MG) Oral Tablet,SY
2016f5c2-95d2-4655-af65-c588c2bf5e6d,1,899559,Focalin (dexmethylphenidate hydrochloride 2.5 MG) Oral Tablet,SY
2017afaa-f880-41ec-820c-8167d698a82f,2,2386213,ethanol 0.82 MG/MG Topical Gel,SCD
201b0eb8-4a1e-4e22-ab4b-addb642710d6,6,213091,Anzemet 50 MG Oral Tablet,PSN
201b0eb8-4a1e-4e22-ab4b-addb642710d6,6,310007,dolasetron 50 MG Oral Tablet,SCD
201fdedf-1736-4e52-9d7d-de14292547fd,5,1191250,2 ML naloxone hydrochloride 1 MG/ML Prefilled Syringe,SCD
201fdedf-1736-4e52-9d7d-de14292547fd,5,2679504,1 ML naloxone hydrochloride 0.4 MG/ML Prefilled Syringe,SCD
2023b121-67d3-499a-ae7f-526cc9bafbc1,1,308508,bacitracin 0.5 UNT/MG Ophthalmic Ointment,SCD
20276f5c-f2d6-469f-9a1b-aa254a1db21c,5,359493,eletriptan 20 MG (as eletriptan HBr 24.2 MG) Oral Tablet,SY
20293943-46ff-4345-1aa4-929b4e017a25,30,1809097,1 ML sufentanil 0.05 MG/ML Injection,SCD
20293943-46ff-4345-1aa4-929b4e017a25,30,1809102,2 ML sufentanil 0.05 MG/ML Injection,SCD
20293943-46ff-4345-1aa4-929b4e017a25,30,1809104,5 ML sufentanil 0.05 MG/ML Injection,SCD
202b1a2a-11dc-4c3d-aa53-27512a98a042,1,151227,Topamax 50 MG Oral Tablet,PSN
202b1a2a-11dc-4c3d-aa53-27512a98a042,1,151228,Topamax 100 MG Oral Tablet,PSN
202b1a2a-11dc-4c3d-aa53-27512a98a042,1,152855,Topamax 25 MG Oral Tablet,PSN
2033059b-4be1-42d0-b888-34d8202f3e09,3,197819,indomethacin 50 MG Rectal Suppository,PSN
2033e57d-38cb-481b-99bd-4e5123fb330f,1,1039811,ethanol 0.66 ML/ML Topical Gel,SCD
2035f00e-2299-473a-b004-cb93f541cfa9,5,1357886,methylPREDNISolone sodium succinate 2 GM Injection,PSN
203daea4-fc87-40a4-a92f-ba2351b16de1,2,2699594,18.75 ML zenocutuzumab-zbco 20 MG/ML Injection,SCD
203daea4-fc87-40a4-a92f-ba2351b16de1,2,2699601,18.75 ML zenocutuzumab-zbco 20 MG/ML Injection [Bizengri],SBD
2043bab8-87c9-45ce-88c7-383f0d4c4b64,2,197603,diflunisal 500 MG Oral Tablet,PSN
204592ba-a68f-452a-9987-1b33b7b6c4d5,105,999967,Amlodipine 5 MG / HCTZ 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet,SY
2046d833-2974-42fd-a29e-7fc1dc7166cc,4,1012455,Sensorcaine 0.25 % Injectable Solution,PSN
20491566-e6eb-8d4a-3083-77ea429f7bc4,8,1190664,Isopto Atropine 1 % Ophthalmic Solution,PSN
204a6f7e-c9a4-472b-abd2-9527bda64d17,9,2105850,glasdegib 100 MG (as glasdegib maleate 131.1 MG) Oral Tablet,SY
204a6f7e-c9a4-472b-abd2-9527bda64d17,9,2105856,Daurismo 100 MG (as glasdegib maleate 131.1 MG) Oral Tablet,SY
204a6f7e-c9a4-472b-abd2-9527bda64d17,9,2105858,glasdegib 25 MG (as glasdegib maleate 32.8 MG) Oral Tablet,SY
204a6f7e-c9a4-472b-abd2-9527bda64d17,9,2105860,Daurismo 25 MG (as glasdegib maleate 32.8 MG) Oral Tablet,SY
204c8575-18cd-4a4e-935c-0a6dd388cb1d,7,247394,chloroxylenol 0.25 % Topical Solution,PSN
204e84a7-5440-4537-9e40-06eb56c415e9,7,984118,50 ML sodium benzoate 100 MG/ML / sodium phenylacetate 100 MG/ML Injection,SCD
20508a94-01bc-4f1d-a42b-122a31402aaf,1,197786,hydrocortisone 2.5 % Topical Solution,PSN
205c9c1e-b422-4e86-a4b0-714b608adc19,3,596918,Prevacid 15 MG Delayed Release Oral Capsule,PSN
2060a29d-db8d-492e-8b4a-8a157ebadc04,3,1423474,heptanoic acid 0.3 % / lactic acid 1.4 % Topical Solution,SY
2060a29d-db8d-492e-8b4a-8a157ebadc04,3,1423479,Valiant Shield (heptanoic acid 0.3 % / lactic acid 1.4 % ) Topical Solution,SY
2060eb4f-47ff-4664-a766-d62a8fd87c10,8,2566805,benzalkonium chloride 0.13 % / chloroxylenol 0.25 % Topical Spray,PSN
2064014b-6f8e-4232-88c2-d1870042abc7,1,1046997,atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.311 MG / PHENobarbital 48.6 MG / scopolamine HBr 0.0195 MG Extended Release Oral Tablet,PSN
2064014b-6f8e-4232-88c2-d1870042abc7,1,1046999,Donnatal (atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.311 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG) Extended Release Oral Tablet,SY
20682605-557b-4586-9d98-829a63091ddf,3,966536,100 ACTUAT beclomethasone dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler,SCD
20682605-557b-4586-9d98-829a63091ddf,3,966538,100 ACTUAT Qvar 0.04 MG/ACTUAT Metered Dose Inhaler,SY
20682605-557b-4586-9d98-829a63091ddf,3,1359984,beclomethasone dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler,SCD
20682605-557b-4586-9d98-829a63091ddf,3,1360403,beclomethasone dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler [Qvar],SBD
20682605-557b-4586-9d98-829a63091ddf,3,1490773,120 ACTUAT beclomethasone dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler,SCD
20682605-557b-4586-9d98-829a63091ddf,3,1490774,120 ACTUAT Qvar 0.04 MG/ACTUAT Metered Dose Inhaler,SY
206d8c1e-eb5b-4ec7-a54e-8defc9fb9d27,16,1599818,menthol 0.15 MG/MG / methyl salicylate 0.15 MG/MG Topical Ointment,SCD
206eacbd-c6a3-6d72-e054-00144ff8d46c,12,637146,pectin 2.8 MG Oral Lozenge,PSN
20735c2e-6304-425f-a4e4-584f6f90d6a0,8,884655,amphetamine sulfate 5 MG Oral Tablet,PSN
20735c2e-6304-425f-a4e4-584f6f90d6a0,8,1600695,amphetamine sulfate 10 MG Oral Tablet,PSN
207c3e4b-2cf0-41d8-82c3-caa21553edd4,6,1735004,fentanyl (as fentanyl citrate) 0.05 MG/ML Injection,SY
207cf327-b35c-405c-979e-af25183e6ae5,1,1358835,APAP 500 MG Oral Tablet [Cetafen],SY
207dfcf6-5239-c907-e5fe-35372da57dd9,1,310228,ethinyl estradiol 0.035 MG / ethynodiol diacetate 1 MG Oral Tablet,SCD
207dfcf6-5239-c907-e5fe-35372da57dd9,1,748804,Eth estra-Ethyn 0.035-1 MG (21) Oral Tablet / Inert 1 MG (7) Oral Tablet 28 Day Pack,PSN
207dfcf6-5239-c907-e5fe-35372da57dd9,1,2704561,Valtya 1/35 28 Day Pack,PSN
207e9cf2-e8ec-43d7-9c11-46283c9cdb37,14,198245,terconazole 80 MG Vaginal Insert,PSN
207ee628-1a7a-4949-bab2-07b9d79b72a3,2,1799416,topotecan (as topotecan hydrochloride) 4 MG Injection,SY
2085385a-7fe4-5bfe-e054-00144ff88e88,18,966154,Levo-T 0.025 MG Oral Tablet,SY
2085385a-7fe4-5bfe-e054-00144ff88e88,18,966161,Levo-T 0.05 MG Oral Tablet,SY
2085385a-7fe4-5bfe-e054-00144ff88e88,18,966167,Levo-T 0.075 MG Oral Tablet,SY
2085385a-7fe4-5bfe-e054-00144ff88e88,18,966178,Levo-T 0.1 MG Oral Tablet,SY
2085385a-7fe4-5bfe-e054-00144ff88e88,18,966188,Levo-T 0.125 MG Oral Tablet,SY
2085385a-7fe4-5bfe-e054-00144ff88e88,18,966197,Levo-T 0.15 MG Oral Tablet,SY
2085385a-7fe4-5bfe-e054-00144ff88e88,18,966208,Levo-T 0.2 MG Oral Tablet,SY
2085385a-7fe4-5bfe-e054-00144ff88e88,18,966214,Levo-T 0.3 MG Oral Tablet,SY
2085385a-7fe4-5bfe-e054-00144ff88e88,18,966397,Levo-T 0.112 MG Oral Tablet,SY
2085385a-7fe4-5bfe-e054-00144ff88e88,18,966399,Levo-T 0.175 MG Oral Tablet,SY
2085385a-7fe4-5bfe-e054-00144ff88e88,18,966401,Levo-T 0.088 MG Oral Tablet,SY
2085385a-7fe4-5bfe-e054-00144ff88e88,18,966410,Levo-T 0.137 MG Oral Tablet,SY
208af931-a44e-43bf-a265-8e08534dc55f,20,903851,2 ML pyridostigmine bromide 5 MG/ML Injection,SCD
208af931-a44e-43bf-a265-8e08534dc55f,20,903855,2 ML Regonol 5 MG/ML Injection,SY
20906566-fbf2-46d9-a5d8-c7f7356d1080,11,581802,petrolatum 0.988 MG/MG Topical Ointment,SCD
2091c292-b77b-4ce6-8bba-436c74eee3d7,3,1995136,APAP 300 MG / butalbital 50 MG Oral Capsule,SY
209212a7-7b6e-4b26-9f31-0eeb76f026bf,6,1745450,lidocaine 5 % / mineral oil 17 % / petrolatum 37 % / phenylephrine HCl 0.25 % Topical Cream,PSN
209212a7-7b6e-4b26-9f31-0eeb76f026bf,6,1745455,RectiCare Advance Cream (lidocaine 5 % / mineral oil 17 % / petrolatum 37 % / phenylephrine hydrochloride 0.25 % ) Topical Cream,SY
2096e241-3ed3-49cd-88c4-71db1fd2934a,7,1236105,hiVETIC 0.01 MG/MG Topical Ointment,SY
2098af41-aec7-4af7-98bb-54f8ab55f30e,14,1809444,"200 ML immunoglobulin G, human 100 MG/ML Injection",SCD
2098af41-aec7-4af7-98bb-54f8ab55f30e,14,1876671,50 ML Gammaplex 100 MG/ML Injection,SY
2098af41-aec7-4af7-98bb-54f8ab55f30e,14,1876673,100 ML Gammaplex 100 MG/ML Injection,SY
2098af41-aec7-4af7-98bb-54f8ab55f30e,14,1876674,200 ML Gammaplex 100 MG/ML Injection,SY
209aa94b-c613-4880-ad89-41be83d12c0a,1,2599535,brincidofovir 100 MG Oral Tablet,PSN
209aa94b-c613-4880-ad89-41be83d12c0a,1,2599539,TEMBEXA 100 MG Oral Tablet,PSN
209aa94b-c613-4880-ad89-41be83d12c0a,1,2599540,brincidofovir 4 Tablet Pack,PSN
209aa94b-c613-4880-ad89-41be83d12c0a,1,2599541,TEMBEXA 4 Tablet Pack,PSN
209bcec8-fbb4-4079-8ae2-810c48f3de93,15,1098640,hypromellose 0.2 % / tetrahydrozoline HCl 0.05 % / zinc sulfate 0.25 % Ophthalmic Solution,PSN
209cc339-658a-577a-e063-6394a90a2b47,1,835568,imipramine HCl 50 MG Oral Tablet,PSN
20a0068d-0e86-4906-8253-f5acf284c23a,8,1373395,copper naphthenate 37.5 % Topical Solution,PSN
20a0068d-0e86-4906-8253-f5acf284c23a,8,1376488,KOPERTOX Water Resistant 37.5 % Topical Solution,PSN
20a16ab2-f338-4abb-9dcd-254bd949a2bc,11,2174095,polatuzumab vedotin-piiq 140 MG Injection,PSN
20a16ab2-f338-4abb-9dcd-254bd949a2bc,11,2174100,Polivy 140 MG Injection,PSN
20a16ab2-f338-4abb-9dcd-254bd949a2bc,11,2398131,olatuzumab vedotin-piiq 30 MG Injection,PSN
20a16ab2-f338-4abb-9dcd-254bd949a2bc,11,2398133,Polivy 30 MG Injection,PSN
20a60231-64f0-4751-aa81-6c0e64334179,9,205304,telmisartan 40 MG Oral Tablet,PSN
20a60231-64f0-4751-aa81-6c0e64334179,9,282755,telmisartan 20 MG Oral Tablet,PSN
20ae92d9-fbc6-5b7a-e063-6294a90a15c3,1,1042688,APAP 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Capsule,SY
20b8ebbf-7ab8-c3e1-e063-6394a90a4037,2,2691548,tolnaftate 1 % / undecylenic acid 25 % Topical Solution,PSN
20b91cc9-24c6-5375-e063-6294a90a07c9,1,2691549,camphor 0.11 MG/MG / Eucalyptus oil 0.1 MG/MG / menthol 0.08 MG/MG / methyl salicylate 0.1 MG/MG Topical Ointment,SCD
20b934af-fe24-44a2-b313-5540a209432c,9,1535485,naphazoline HCl 0.03 % / polysorbate 80 0.2 % Ophthalmic Solution,PSN
20c44346-0b2b-7364-e063-6294a90a648f,2,596936,glycerin 1000 MG/ML Enema,SCD
20cf3bb8-4ab8-2980-e063-6294a90ad631,1,417854,petrolatum 0.3 MG/MG Topical Ointment,SCD
20d386db-0d51-172f-e054-00144ff88e88,4,1087954,allantoin 0.5 % Topical Lotion,PSN
20dee37f-1412-44ed-9e8b-f4379ce23eb0,8,403799,84 HR oxybutynin 0.162 MG/HR Transdermal System,SCD
20dee37f-1412-44ed-9e8b-f4379ce23eb0,8,404448,84 HR Oxytrol 0.162 MG/HR Transdermal System,SY
20e45243-3989-413a-bcf1-49d754ff2e44,12,1544873,dextromethorphan HBr 5 MG / phenylephrine HCl 2.5 MG in 5 mL Oral Solution,PSN
20e79dbb-8f33-469d-a7ca-29afde16a8ee,6,1655041,Scrub-Stat 2 % Medicated Liquid Soap,PSN
20ea6396-a0a8-5762-e063-6394a90a636f,1,2691831,camphor 0.03 MG/MG / menthol 0.035 MG/MG / methyl salicylate 0.1 MG/MG Topical Ointment,SCD
20ed4e79-ad4c-426f-859d-83790c00439b,5,2360543,2.8 ML octreotide 2.5 MG/ML Pen Injector,SCD
20ed4e79-ad4c-426f-859d-83790c00439b,5,2360548,2.8 ML octreotide 2.5 MG/ML Pen Injector [Bynfezia],SBD
20ede08c-0d39-dc65-e063-6394a90aa3e0,1,204451,natamycin 5 % Ophthalmic Suspension,PSN
20ede08c-0d39-dc65-e063-6394a90aa3e0,1,207100,Natacyn 5 % Ophthalmic Suspension,PSN
2102da5f-a1a0-4ac7-a1f6-38698cf7273a,11,2199679,tenapanor 50 MG (as tenapanor hydrochloride 53.2 MG) Oral Tablet,SY
2102da5f-a1a0-4ac7-a1f6-38698cf7273a,11,2199685,Ibsrela 50 MG Oral Tablet,PSN
2105d1c1-54ef-4d1a-a63c-b1619e8b50db,7,311422,magnesium chloride 200 MG/ML Injectable Solution,PSN
2106d1aa-086e-4248-9a3d-ec138d492cf3,5,1120068,Magnesium Sulfate 0.0277 MEQ/ML / K+ sulfate 0.0374 MEQ/ML / sodium sulfate 0.257 MEQ/ML Oral Solution,SY
21092699-6ba7-42d2-b148-66a669084bc6,1,314165,prednisoLONE sodium phosphate 1 % Ophthalmic Solution,PSN
210a9132-8837-4b8a-829c-abfac2d6e3dc,2,1000141,medroxyPROGESTERone acetate 5 MG Oral Tablet,PSN
210dde2f-6ea0-4068-8f6c-b9d62c67d12a,1,197735,gentamicin (as gentamicin sulfate) 0.1 % Topical Cream,SY
21149cc3-049b-43e2-b141-c9499160556c,10,2044922,fostamatinib 100 MG (equivalent to fostamatinib disodium 126.2 MG ) Oral Tablet,SY
21149cc3-049b-43e2-b141-c9499160556c,10,2044928,Tavalisse 100 MG (equivalent to fostamatinib disodium 126.2 MG) Oral Tablet,SY
21149cc3-049b-43e2-b141-c9499160556c,10,2044930,fostamatinib 150 MG (equivalent to 189.3 MG fostamatinib disodium) Oral Tablet,SY
21149cc3-049b-43e2-b141-c9499160556c,10,2044932,Tavalisse 150 MG (equivalent to 189.3 MG fostamatinib disodium) Oral Tablet,SY
2115e839-c64f-4a6f-9001-bf91ddd89630,1,897696,HYDROmorphone HCl 2 MG Oral Tablet,PSN
2115e839-c64f-4a6f-9001-bf91ddd89630,1,897702,HYDROmorphone HCl 4 MG Oral Tablet,PSN
2115e839-c64f-4a6f-9001-bf91ddd89630,1,897710,HYDROmorphone HCl 8 MG Oral Tablet,PSN
211ef2da-2868-4a77-8055-1cb2cd78e24b,36,404588,Gleevec 100 MG Oral Tablet,PSN
211ef2da-2868-4a77-8055-1cb2cd78e24b,36,404589,Gleevec 400 MG Oral Tablet,PSN
21205087-5a2e-41a5-be40-30cba2895408,3,1543712,lidocaine HCl 1 % Topical Lotion,PSN
21205087-5a2e-41a5-be40-30cba2895408,3,1543717,RadiaGuard 1 % Topical Lotion,PSN
2124d107-08b7-4e13-8366-e5d5e8a18d03,8,237653,dextrose 50 % Injectable Solution,PSN
212741ad-0a21-438f-a108-36afb1d507e0,2,2609899,firocoxib 57 MG Oral Tablet,PSN
212e673a-ff55-46a1-aed2-c8a95f8966e4,1,1549613,chloroxylenol 0.2 % Medicated Liquid Soap,PSN
21335fe4-d395-4501-ac2a-2f20d7520da9,13,1860167,3 ML insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Pen Injector,SCD
21335fe4-d395-4501-ac2a-2f20d7520da9,13,1860172,3 ML insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Pen Injector [Xultophy],SBD
21341809-15ef-a694-e063-6394a90a5720,3,2715603,biotin 0.5 % / minoxidil 5 % Topical Spray,PSN
213b339a-75e0-4b1d-9052-8ee82a65d713,8,848960,Cetraxal 0.2 % (as ciprofloxacin HCl) Otic Solution,SY
213ca0da-dde8-48ee-ac8c-c66558e6f62d,100,1091133,methylphenidate HCl 10 MG in 5 mL Oral Solution,PSN
213fe898-dace-9a0f-e063-6394a90afd64,4,2693770,APAP 32 MG/ML / dextromethorphan hydrobromide 0.5 MG/ML Oral Suspension,SY
213fe898-dace-9a0f-e063-6394a90afd64,4,2693775,APAP 32.5 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML Oral Suspension,SY
213fe898-dace-9a0f-e063-6394a90afd64,4,2693776,1 daytime (acetaminophen 320 MG / dextromethorphan HBr 5 MG in 10 mL Oral Suspension) / 1 nighttime (acetaminophen 325 MG / diphenhydrAMINE HCl 12.5 MG in 10 mL Oral Suspension) Pack,PSN
2142460a-5afa-f3f3-e063-6394a90ab647,1,2475835,mannitol 40 MG Inhalation Powder,PSN
2142460a-5afa-f3f3-e063-6394a90ab647,1,2475840,Bronchitol 40 MG Inhalation Powder,PSN
2143cc16-86db-4060-96da-5c228ae9207b,10,828555,APAP 32 MG/ML Oral Suspension [Tylenol],SY
21470688-4e81-4ea5-ac38-f72e10552e7e,15,1540230,ketorolac 0.3 % / phenylephrine 1 % Concentrate for Ophthalmic Irrigation Solution,SY
21470688-4e81-4ea5-ac38-f72e10552e7e,15,1540235,OMIDRIA 1 % / 0.3 % Concentrate for Ophthalmic Irrigation Solution,PSN
21489401-f2a7-47d3-897a-4b7efa04dd7a,12,849931,3 ML caffeine citrate 20 MG/ML Injection,SCD
214f8386-f0c2-47db-bb73-797a9d560390,1,417547,dimethicone 2.5 % Topical Cream,PSN
2150f73a-179b-4afc-b8ce-67c85cc72f04,65,845512,AFINITOR 10 MG Oral Tablet,PSN
2150f73a-179b-4afc-b8ce-67c85cc72f04,65,845518,AFINITOR 5 MG Oral Tablet,PSN
2150f73a-179b-4afc-b8ce-67c85cc72f04,65,998191,AFINITOR 2.5 MG Oral Tablet,PSN
2150f73a-179b-4afc-b8ce-67c85cc72f04,65,1119402,AFINITOR 7.5 MG Oral Tablet,PSN
2150f73a-179b-4afc-b8ce-67c85cc72f04,65,1310138,AFINITOR DISPERZ 2 MG Tablet for Oral Suspension,PSN
2150f73a-179b-4afc-b8ce-67c85cc72f04,65,1310144,AFINITOR DISPERZ 3 MG Tablet for Oral Suspension,PSN
2150f73a-179b-4afc-b8ce-67c85cc72f04,65,1310147,AFINITOR DISPERZ 5 MG Tablet for Oral Suspension,PSN
21541337-0447-40de-87f4-c8d1b530fce3,3,433353,ASA 300 MG Chewable Tablet,SY
215c8b9f-9c0a-053a-e054-00144ff8d46c,16,968817,dimethicone 20 % / zinc oxide 25 % Topical Spray,PSN
21628112-0c47-11df-95b3-498d55d89593,28,151229,Topamax 200 MG Oral Tablet,PSN
21628112-0c47-11df-95b3-498d55d89593,28,845478,Topamax 15 MG Oral Capsule,SY
21628112-0c47-11df-95b3-498d55d89593,28,845479,Topamax 25 MG Oral Capsule,SY
21632169-6b72-4252-9f76-50e2f6739541,2,856944,APAP 163 MG / hydrocodone bitartrate 5 MG per 7.5 ML Oral Solution,SY
21679c9c-27d7-47c9-828e-b4cc405816cc,1,486148,24 HR NTG 0.2 MG/HR Transdermal System,SY
21679c9c-27d7-47c9-828e-b4cc405816cc,1,486152,24 HR NTG 0.4 MG/HR Transdermal System,SY
21679c9c-27d7-47c9-828e-b4cc405816cc,1,861657,24 HR NTG 0.1 MG/HR Transdermal System,SY
21693ee2-cd23-4137-ac67-066bb3a4a9b7,5,2678937,sotatercept-csrk 45 MG Injection,PSN
21693ee2-cd23-4137-ac67-066bb3a4a9b7,5,2678943,WINREVAIR 45 MG Injection,PSN
21693ee2-cd23-4137-ac67-066bb3a4a9b7,5,2678945,sotatercept-csrk 60 MG Injection,PSN
21693ee2-cd23-4137-ac67-066bb3a4a9b7,5,2678947,WINREVAIR 60 MG Injection,PSN
21693ee2-cd23-4137-ac67-066bb3a4a9b7,5,2678948,"sotatercept-csrk 45 MG, 2 Vial Kit",PSN
21693ee2-cd23-4137-ac67-066bb3a4a9b7,5,2678949,"Winrevair 45 MG, 2 Vial Kit",PSN
21693ee2-cd23-4137-ac67-066bb3a4a9b7,5,2678950,"sotatercept-csrk 60 MG, 2 Vial Kit",PSN
21693ee2-cd23-4137-ac67-066bb3a4a9b7,5,2678951,"Winrevair 60 MG, 2 Vial Kit",PSN
2170f081-c03f-47e8-bc63-4052c5e653fa,2,2534871,ePHEDrine HCl 12.5 MG Oral Tablet,PSN
2170f081-c03f-47e8-bc63-4052c5e653fa,2,2591390,Primatene with ePHEDrine 12.5 MG Oral Tablet,PSN
21742061-fc0b-f750-e063-6394a90a7508,1,310481,gentian violet 1 % Topical Solution,PSN
21744505-0fbc-4e74-bd8f-e1ae5e322f9f,1,1114865,cocoa butter 0.855 MG/MG / phenylephrine hydrochloride 0.0025 MG/MG Rectal Suppository,SCD
2177b6fe-aa37-6f6b-e063-6294a90af09a,2,1012068,5 ML lidocaine hydrochloride 20 MG/ML Prefilled Syringe,SCD
2179f02c-48d7-48eb-8007-5ae43d8d16bc,25,1490032,Northera 100 MG Oral Capsule,PSN
2179f02c-48d7-48eb-8007-5ae43d8d16bc,25,1490036,Northera 200 MG Oral Capsule,PSN
2179f02c-48d7-48eb-8007-5ae43d8d16bc,25,1490040,Northera 300 MG Oral Capsule,PSN
217e52b5-3a7b-4bbe-af3c-b18de7d426c3,1,352307,ABILIFY 10 MG Oral Tablet,PSN
217e52b5-3a7b-4bbe-af3c-b18de7d426c3,1,352308,ABILIFY 15 MG Oral Tablet,PSN
217e52b5-3a7b-4bbe-af3c-b18de7d426c3,1,352309,ABILIFY 20 MG Oral Tablet,PSN
217f136f-c69c-415a-bd07-1212a6ebf9df,3,1292448,Myhelper 50 MG/ML Topical Cream,SY
2184805c-b9b3-4be8-8726-4ce1b1197477,9,858342,diclofenac 25 MG (equivalent to diclofenac potassium 28.3 MG) Oral Capsule,SY
2189f3f5-39dc-4e85-b7c6-9515ded59686,5,2371710,5 ML glycopyrrolate 0.2 MG/ML Prefilled Syringe,SCD
2189f3f5-39dc-4e85-b7c6-9515ded59686,5,2371715,5 ML Glyrx 0.2 MG/ML Prefilled Syringe,SY
2189f3f5-39dc-4e85-b7c6-9515ded59686,5,2371718,1 ML Glyrx 0.2 MG/ML Injection,SY
2189f3f5-39dc-4e85-b7c6-9515ded59686,5,2371796,2 ML Glyrx 0.2 MG/ML Injection,SY
2189f3f5-39dc-4e85-b7c6-9515ded59686,5,2473383,3 ML glycopyrrolate 0.2 MG/ML Prefilled Syringe,SCD
2189f3f5-39dc-4e85-b7c6-9515ded59686,5,2473384,3 ML Glyrx 0.2 MG/ML Prefilled Syringe,SY
218da851-af52-48e6-bfd5-2e716d0a85f0,1,1992281,Emollient clobetasol propionate 0.5 MG/ML Topical Cream,SCD
219ab9c4-d0c4-4256-ab64-66d0260886bd,3,206805,Claritin 10 MG 24 HR Oral Tablet,SY
219bbeb0-d2c7-4a7e-9d91-1d7c16bf54e9,4,1486765,menthol 0.039 MG/MG Topical Gel,SCD
21a5b4fb-baed-4766-9820-5c6051c14720,3,1812680,menthol 0.001 MG/MG Topical Ointment,SCD
21a5b4fb-baed-4766-9820-5c6051c14720,3,1812685,Lysine Plus 0.1 % Topical Ointment,PSN
21af1777-87f7-4e40-9917-f1677e7ff1a5,5,239177,5-5-fluorouracil 50 MG/ML Injectable Solution,SY
21afce91-afbe-4b38-a8a5-8775148835e8,1,901814,diphenhydramine hydrochloride 25 MG / ibuprofen 200 MG Oral Capsule,SCD
21b37725-fc0c-4365-a7dc-1a473d42502d,14,1048450,colestipol HCl 5 GM Granules For Oral Suspension,PSN
21b37725-fc0c-4365-a7dc-1a473d42502d,14,1048452,Colestid 5 GM Granules For Oral Suspension,PSN
21b4619d-324c-4ad5-b82b-40377e4a2f1d,3,1014639,salicylic acid 0.01 MG/MG Paste,SCD
21b4619d-324c-4ad5-b82b-40377e4a2f1d,3,1014642,Sebobalance 0.01 MG/MG Paste,SY
21b75f1d-1cda-49e5-8176-cc23827824f3,19,807222,typhoid Vi polysaccharide vaccine (generic for Typhim Vi) Injectable Solution,PSN
21b75f1d-1cda-49e5-8176-cc23827824f3,19,807225,Typhim Vi Injectable Solution,PSN
21ba0e18-3dbc-4feb-a3a4-f6470c00910a,10,562366,desflurane 100 % Inhalation Solution,PSN
21c4a701-7f20-c8b2-e063-6394a90ab10c,1,2467167,Nizoral Psoriasis 3 % Medicated Shampoo,PSN
21c76da0-50a1-41c0-91b8-8cc4dcc27f60,14,213262,Alrex 0.2 % Ophthalmic Suspension,PSN
21c76da0-50a1-41c0-91b8-8cc4dcc27f60,14,311381,loteprednol etabonate 0.2 % Ophthalmic Suspension,PSN
21c84000-5d08-ae53-e063-6294a90a2362,2,283707,zinc pyrithione 0.02 MG/MG Medicated Bar Soap,SCD
21cfa4ce-0b05-47ed-b268-339eb1b83b75,1,607044,Lovaza 1 GM Oral Capsule,PSN
21cfe6a3-03b9-42f5-8f7f-111c56fe3c59,1,252265,tretinoin 0.02 % Topical Cream,PSN
21cfe6a3-03b9-42f5-8f7f-111c56fe3c59,1,846955,RENOVA 0.02 % Topical Cream,PSN
21d20dff-6efe-481e-a5a0-9c80ded73ca9,3,1191222,naloxone HCl 0.4 MG/ML Injectable Solution,PSN
21d234ff-f379-4bcd-9ba0-90f27c6d3a69,3,1303358,"Denorex Extra Strength 3 % Medicated Shampoo, Reformulated Aug 2012",PSN
21d98018-826a-1d0d-e063-6294a90a0a71,2,2700759,camphor 3 % Medicated Pad,PSN
21dfc2cf-65ae-c3fb-e063-6294a90a0a94,2,730780,NaCl 0.854 MEQ/ML Ophthalmic Solution,SY
21e041cb-ef57-47f4-a3c9-692e22c510db,2,1311503,benzoyl peroxide 5.25 % Topical Cream,PSN
21f04cf9-2f5e-41a2-b29b-0a6630060766,102,861208,brimonidine tartrate 0.15 % Ophthalmic Drops,SY
